psv_prov_type,clinical_name,state,source_id,board_name
ABA,Applied Behavior Analyst,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
ABA,Applied Behavior Analyst,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
ABA,Applied Behavior Analyst,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
ABA,Applied Behavior Analyst,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
ABA,Applied Behavior Analyst,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
ABA,Applied Behavior Analyst,IN,IN_PLA,Indiana Professional Licensing Agency
ABA,Applied Behavior Analyst,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
ABA,Applied Behavior Analyst,MS,MS_ABA,Mississippi Board of Licensure for Professional Counselors and Autism Specialists
ABA,Applied Behavior Analyst,ND,ND_AP,North Dakota Board of Integrative Health Care (AP/ABA)
ABA,Applied Behavior Analyst,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
ABA,Applied Behavior Analyst,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
ABA,Applied Behavior Analyst,NV,NV_ABA,Nevada ABA Board
ABA,Applied Behavior Analyst,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
ABA,Applied Behavior Analyst,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
ABA,Applied Behavior Analyst,OR,OR_HLO,Oregon Health Licensing Office
ABA,Applied Behavior Analyst,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
ABA,Applied Behavior Analyst,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
ABA,Applied Behavior Analyst,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
AP,Acupuncturist,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
AP,Acupuncturist,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
AP,Acupuncturist,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
AP,Acupuncturist,IN,IN_PLA,Indiana Professional Licensing Agency
AP,Acupuncturist,MA,MA_HEALTH,Massachusetts Health License Verification
AP,Acupuncturist,MD,MD_ACUPUNCTURE,Maryland Board of Acupuncture
AP,Acupuncturist,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
AP,Acupuncturist,MN,MN_MEDPRACTICE,Minnesota Board of Medical Practice
AP,Acupuncturist,MO,MO_NURSING,Missouri State Board of Nursing
AP,Acupuncturist,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
AP,Acupuncturist,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
AP,Acupuncturist,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
AP,Acupuncturist,TX,TX_MEDBOARD,Texas Medical Board
AP,Acupuncturist,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
AP,Acupuncturist,WY,WY_PHYSICIAN,Wyoming Board of Medicine — Physician
AU,Audiologist,AL,AL_ABESPA,Alabama Board of Examiners for Speech-Language Pathology and Audiology
AU,Audiologist,AZ,AZ_SPEECH_HEAR,"Arizona Department of Health Services - Licensing Services (Speech-Language Pathology, Audiology, Hearing Aid Dispensing)"
AU,Audiologist,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
AU,Audiologist,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
AU,Audiologist,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
AU,Audiologist,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
AU,Audiologist,IN,IN_PLA,Indiana Professional Licensing Agency
AU,Audiologist,LA,LA_SPEECH,Louisiana Board of Examiners for Speech-Language Pathology and Audiology
AU,Audiologist,MD,MD_AUDIOLOGY,"Maryland Board of Audiologists, Hearing Aid Dispensers, and Speech-Language Pathologists"
AU,Audiologist,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
AU,Audiologist,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
AU,Audiologist,MS,MS_DHPL,Mississippi State Department of Health Professional Licensure
AU,Audiologist,NC,NC_SLP_AUD,North Carolina Board of Examiners for Speech-Language Pathologists and Audiologists
AU,Audiologist,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
AU,Audiologist,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
AU,Audiologist,NV,NV_SPEECH,"Nevada Speech-Language Pathology, Audiology & Hearing Aid Dispensing Board"
AU,Audiologist,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
AU,Audiologist,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
AU,Audiologist,OK,OK_SLP_AUD,Oklahoma Board of Examiners for Speech-Language Pathology and Audiology
AU,Audiologist,OR,OR_SLP,Oregon Board of Examiners for Speech-Language Pathology and Audiology
AU,Audiologist,OR,OR_HLO,Oregon Health Licensing Office
AU,Audiologist,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
AU,Audiologist,SD,SD_AUDIOLOGY,South Dakota Board of Hearing Aid Dispensers and Audiologists
AU,Audiologist,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
AU,Audiologist,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
AU,Audiologist,WY,WY_SPEECH,Wyoming Board of Examiners of Speech-Language Pathology and Audiology
CP,Clinical Psychologist,AZ,AZ_PSYCH,Arizona Board of Psychologist Examiners
CP,Clinical Psychologist,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
CP,Clinical Psychologist,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
CP,Clinical Psychologist,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
CP,Clinical Psychologist,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
CP,Clinical Psychologist,IN,IN_PLA,Indiana Professional Licensing Agency
CP,Clinical Psychologist,MD,MD_PSYCH,Maryland Board of Examiners of Psychologists
CP,Clinical Psychologist,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
CP,Clinical Psychologist,MO,MO_PSYCHOLOGISTS,Missouri Committee of Psychologists
CP,Clinical Psychologist,MS,MS_PSYCH,Mississippi Board of Psychology
CP,Clinical Psychologist,NC,NC_MENTAL_HEALTH,North Carolina Board of Licensed Clinical Mental Health Counselors
CP,Clinical Psychologist,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
CP,Clinical Psychologist,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
CP,Clinical Psychologist,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
CP,Clinical Psychologist,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
CP,Clinical Psychologist,OR,OR_PSYCH,Oregon Board of Psychology
CP,Clinical Psychologist,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
CP,Clinical Psychologist,SD,SD_PSYCH,South Dakota Board of Examiners of Psychologists
CP,Clinical Psychologist,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
CP,Clinical Psychologist,VT,VT_OPR,
CP,Clinical Psychologist,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
CP,Clinical Psychologist,WV,WV_PSYCH,West Virginia Board of Examiners of Psychologists
CP,Clinical Psychologist,WY,WY_PSYCH,Wyoming Board of Psychology
DA,Dental Assistant,AZ,AZ_DENTAL,Arizona State Board of Dental Examiners
DA,Dental Assistant,KS,KS_DENTAL,Kansas Dental Board
DA,Dental Assistant,LA,LA_DENTAL,Louisiana State Board of Dentistry
DA,Dental Assistant,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DA,Dental Assistant,MN,MN_DENTISTRY,Minnesota Board of Dentistry
DA,Dental Assistant,MO,MO_DENTAL,Missouri Dental Board
DA,Dental Assistant,NC,NC_DENTAL,North Carolina State Board of Dental Examiners
DA,Dental Assistant,ND,ND_DENTISTRY,North Dakota State Board of Dental Examiners
DA,Dental Assistant,NV,NV_NVADGC,Nevada Division of Alcohol and Drug Counselors
DA,Dental Assistant,OK,OK_DENTAL,Oklahoma State Board of Dentistry
DA,Dental Assistant,OR,OR_DENTAL,Oregon Board of Dentistry
DA,Dental Assistant,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DA,Dental Assistant,TX,TX_DENTAL,Texas State Board of Dental Examiners
DA,Dental Assistant,WV,WV_DENTAL,West Virginia Board of Dental Examiners
DA,Dental Assistant,WY,WY_DENTAL,Wyoming Board of Dental Examiners
DAC,Drug/Alcohol Counselor,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
DAC,Drug/Alcohol Counselor,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DAC,Drug/Alcohol Counselor,IN,IN_PLA,Indiana Professional Licensing Agency
DAC,Drug/Alcohol Counselor,MA,MA_BSAS,Massachusetts Bureau of Substance Addiction Services
DAC,Drug/Alcohol Counselor,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DAC,Drug/Alcohol Counselor,NC,NC_DAC,North Carolina Substance Abuse Professional Practice Board
DAC,Drug/Alcohol Counselor,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
DAC,Drug/Alcohol Counselor,OK,OK_ADAC,Oklahoma State Board of Licensed Alcohol and Drug Counselors
DAC,Drug/Alcohol Counselor,OK,OK_BEHAVIORAL_HEALTH,Oklahoma State Board of Behavioral Health Licensure
DAC,Drug/Alcohol Counselor,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DAC,Drug/Alcohol Counselor,TX,TX_CHEMICAL,Texas HHS - Licensed Chemical Dependency Counselor Program
DAC,Drug/Alcohol Counselor,WY,WY_MENTAL_HEALTH,Wyoming Mental Health Professions Licensing Board
DC,Chiropractor,AZ,AZ_CHIRO,
DC,Chiropractor,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
DC,Chiropractor,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
DC,Chiropractor,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
DC,Chiropractor,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DC,Chiropractor,IN,IN_PLA,Indiana Professional Licensing Agency
DC,Chiropractor,MA,MA_HEALTH,Massachusetts Health License Verification
DC,Chiropractor,MD,MD_CHIROPRACTIC,Maryland Board of Chiropractic Examiners
DC,Chiropractor,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DC,Chiropractor,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
DC,Chiropractor,MO,MO_CHIROPRACTIC,Missouri Board of Chiropractic Examiners
DC,Chiropractor,MS,MS_CHIRO,Mississippi Board of Chiropractic Examiners
DC,Chiropractor,NC,NC_CHIRO,North Carolina Board of Chiropractic Examiners
DC,Chiropractor,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
DC,Chiropractor,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
DC,Chiropractor,NM,NM_RLD,New Mexico Regulation and Licensing Department
DC,Chiropractor,NV,NV_CHIRO,Nevada Chiropractic Physicians' Board
DC,Chiropractor,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
DC,Chiropractor,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DC,Chiropractor,SD,SD_CHIRO,South Dakota Board of Chiropractic Examiners
DC,Chiropractor,TX,TX_CHIRO,Texas State Board of Chiropractic Examiners
DC,Chiropractor,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
DC,Chiropractor,VT,VT_OPR,
DC,Chiropractor,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
DC,Chiropractor,WV,WV_CHIRO,West Virginia Board of Chiropractic
DC,Chiropractor,WY,WY_CHIRO,Wyoming Chiropractic Board
DDS,Dentist (DDS),AZ,AZ_DENTAL,Arizona State Board of Dental Examiners
DDS,Dentist (DDS),CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
DDS,Dentist (DDS),FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
DDS,Dentist (DDS),IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DDS,Dentist (DDS),KS,KS_DENTAL,Kansas Dental Board
DDS,Dentist (DDS),LA,LA_DENTAL,Louisiana State Board of Dentistry
DDS,Dentist (DDS),ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DDS,Dentist (DDS),MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
DDS,Dentist (DDS),MN,MN_DENTISTRY,Minnesota Board of Dentistry
DDS,Dentist (DDS),MO,MO_DENTAL,Missouri Dental Board
DDS,Dentist (DDS),NC,NC_DENTAL,North Carolina State Board of Dental Examiners
DDS,Dentist (DDS),ND,ND_DENTISTRY,North Dakota State Board of Dental Examiners
DDS,Dentist (DDS),NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
DDS,Dentist (DDS),NM,NM_RLD,New Mexico Regulation and Licensing Department
DDS,Dentist (DDS),NV,NV_NVADGC,Nevada Division of Alcohol and Drug Counselors
DDS,Dentist (DDS),NV,NV_DENTAL,Nevada State Board of Dental Examiners
DDS,Dentist (DDS),NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
DDS,Dentist (DDS),OK,OK_DENTAL,Oklahoma State Board of Dentistry
DDS,Dentist (DDS),OR,OR_DENTAL,Oregon Board of Dentistry
DDS,Dentist (DDS),PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DDS,Dentist (DDS),TX,TX_DENTAL,Texas State Board of Dental Examiners
DDS,Dentist (DDS),VA,VA_DHP,Virginia Department of Health Professions — License Lookup
DDS,Dentist (DDS),WA,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data
DDS,Dentist (DDS),WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
DDS,Dentist (DDS),WV,WV_DENTAL,West Virginia Board of Dental Examiners
DDS,Dentist (DDS),WY,WY_DENTAL,Wyoming Board of Dental Examiners
DMD,Dentist (DMD),AZ,AZ_DENTAL,Arizona State Board of Dental Examiners
DMD,Dentist (DMD),CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
DMD,Dentist (DMD),FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
DMD,Dentist (DMD),IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DMD,Dentist (DMD),KS,KS_DENTAL,Kansas Dental Board
DMD,Dentist (DMD),LA,LA_DENTAL,Louisiana State Board of Dentistry
DMD,Dentist (DMD),ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DMD,Dentist (DMD),MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
DMD,Dentist (DMD),MN,MN_DENTISTRY,Minnesota Board of Dentistry
DMD,Dentist (DMD),MO,MO_DENTAL,Missouri Dental Board
DMD,Dentist (DMD),NC,NC_DENTAL,North Carolina State Board of Dental Examiners
DMD,Dentist (DMD),ND,ND_DENTISTRY,North Dakota State Board of Dental Examiners
DMD,Dentist (DMD),NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
DMD,Dentist (DMD),NM,NM_RLD,New Mexico Regulation and Licensing Department
DMD,Dentist (DMD),NV,NV_NVADGC,Nevada Division of Alcohol and Drug Counselors
DMD,Dentist (DMD),NV,NV_DENTAL,Nevada State Board of Dental Examiners
DMD,Dentist (DMD),NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
DMD,Dentist (DMD),OK,OK_DENTAL,Oklahoma State Board of Dentistry
DMD,Dentist (DMD),OR,OR_DENTAL,Oregon Board of Dentistry
DMD,Dentist (DMD),PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DMD,Dentist (DMD),TX,TX_DENTAL,Texas State Board of Dental Examiners
DMD,Dentist (DMD),VA,VA_DHP,Virginia Department of Health Professions — License Lookup
DMD,Dentist (DMD),WA,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data
DMD,Dentist (DMD),WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
DMD,Dentist (DMD),WV,WV_DENTAL,West Virginia Board of Dental Examiners
DMD,Dentist (DMD),WY,WY_DENTAL,Wyoming Board of Dental Examiners
DO,Osteopathic Physician,AL,AL_ALBME,Alabama Board of Medical Examiners and Medical Licensure Commission
DO,Osteopathic Physician,AR,AR_MEDBOARD,Arkansas State Medical Board
DO,Osteopathic Physician,AZ,AZ_OSTEO,Arizona Board of Osteopathic Examiners in Medicine and Surgery
DO,Osteopathic Physician,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
DO,Osteopathic Physician,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
DO,Osteopathic Physician,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
DO,Osteopathic Physician,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
DO,Osteopathic Physician,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DO,Osteopathic Physician,IN,IN_PLA,Indiana Professional Licensing Agency
DO,Osteopathic Physician,KY,KY_MEDBOARD,Kentucky Board of Medical Licensure
DO,Osteopathic Physician,LA,LA_MEDBOARD,Louisiana State Board of Medical Examiners
DO,Osteopathic Physician,MA,MA_MDDO,Massachusetts Board of Registration in Medicine (MD/DO/AP)
DO,Osteopathic Physician,MA,MA_HEALTH,Massachusetts Health License Verification
DO,Osteopathic Physician,MD,MD_PHYSICIANS,Maryland Board of Physicians
DO,Osteopathic Physician,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DO,Osteopathic Physician,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
DO,Osteopathic Physician,MN,MN_MEDPRACTICE,Minnesota Board of Medical Practice
DO,Osteopathic Physician,MO,MO_HEALING_ARTS,Missouri State Board of Healing Arts
DO,Osteopathic Physician,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
DO,Osteopathic Physician,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
DO,Osteopathic Physician,NM,NM_MEDBOARD,New Mexico Board of Medical Examiners
DO,Osteopathic Physician,NV,NV_MEDBOARD,Nevada State Board of Medical Examiners
DO,Osteopathic Physician,NV,NV_OSTEO,Nevada State Board of Osteopathic Medicine
DO,Osteopathic Physician,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
DO,Osteopathic Physician,OK,OK_OSTEO,Oklahoma State Board of Osteopathic Examiners
DO,Osteopathic Physician,OR,OR_OMB,Oregon Medical Board
DO,Osteopathic Physician,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DO,Osteopathic Physician,TX,TX_MEDBOARD,Texas Medical Board
DO,Osteopathic Physician,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
DO,Osteopathic Physician,VT,VT_MEDBOARD,Vermont Board of Medical Practice
DO,Osteopathic Physician,WA,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data
DO,Osteopathic Physician,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
DO,Osteopathic Physician,WV,WV_MEDBOARD_MD,West Virginia Board of Medicine — Medical Doctors
DO,Osteopathic Physician,WY,WY_PHYSICIAN,Wyoming Board of Medicine — Physician
DP,Podiatrist,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
DP,Podiatrist,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
DP,Podiatrist,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
DP,Podiatrist,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
DP,Podiatrist,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DP,Podiatrist,IN,IN_PLA,Indiana Professional Licensing Agency
DP,Podiatrist,KS,KS_PHARMACY,Kansas State Board of Pharmacy
DP,Podiatrist,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
DP,Podiatrist,MO,MO_PHARMACY,Missouri Board of Pharmacy
DP,Podiatrist,ND,ND_PODIATRY,North Dakota Board of Podiatric Medicine
DP,Podiatrist,NM,NM_RLD,New Mexico Regulation and Licensing Department
DP,Podiatrist,NV,NV_PHARMACY,Nevada State Board of Pharmacy — Pharmacists
DP,Podiatrist,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
DP,Podiatrist,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
DP,Podiatrist,OR,OR_OMB,Oregon Medical Board
DP,Podiatrist,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DP,Podiatrist,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
DP,Podiatrist,VT,VT_OPR,
DP,Podiatrist,WA,WA_HEALTH,Washington State Department of Health — Health Care Provider Credential Data
DP,Podiatrist,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
DT,Dietitian,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
DT,Dietitian,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
DT,Dietitian,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
DT,Dietitian,HI,HI_DIETITIANS,Hawaii Department of Health — Licensed Dietitians
DT,Dietitian,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
DT,Dietitian,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
DT,Dietitian,IN,IN_PLA,Indiana Professional Licensing Agency
DT,Dietitian,LA,LA_DIETETICS,Louisiana Board of Examiners in Dietetics and Nutrition
DT,Dietitian,MD,MD_DIETETICS,Maryland Board of Dietetic Practice
DT,Dietitian,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
DT,Dietitian,MS,MS_DHPL,Mississippi State Department of Health Professional Licensure
DT,Dietitian,NC,NC_DIETETICS,North Carolina Board of Dietetics/Nutrition
DT,Dietitian,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
DT,Dietitian,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
DT,Dietitian,NM,NM_RLD,New Mexico Regulation and Licensing Department
DT,Dietitian,NV,NV_DIETITIAN,Nevada Division of Public and Behavioral Health — Dietitians & Music Therapists
DT,Dietitian,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
DT,Dietitian,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
DT,Dietitian,OK,OK_MEDBOARD,Oklahoma Board of Medical Licensure and Supervision
DT,Dietitian,OR,OR_HLO,Oregon Health Licensing Office
DT,Dietitian,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
DT,Dietitian,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
DT,Dietitian,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
DT,Dietitian,WY,WY_DIETETICS,Wyoming Dietetics Licensing Board
GNC,Genetic Counselor,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
GNC,Genetic Counselor,KY,KY_GC,Kentucky Board of Medical Licensure - Genetic Counselor
GNC,Genetic Counselor,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
GNC,Genetic Counselor,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
LAC,Licensed Acupuncturist,AZ,AZ_ACUPUNCTURE,Arizona Acupuncture Board of Examiners
LAC,Licensed Acupuncturist,KY,KY_AP,Kentucky Board of Medical Licensure - Acupuncture
LAC,Licensed Acupuncturist,MD,MD_ACUPUNCTURE,Maryland Board of Acupuncture
LAC,Licensed Acupuncturist,NM,NM_RLD,New Mexico Regulation and Licensing Department
LAC,Licensed Acupuncturist,NV,NV_ORIENTAL,Nevada State Board of Oriental Medicine
LAC,Licensed Acupuncturist,VT,VT_OPR,
LC,Licensed Counselor,AL,AL_MFT,Alabama Board of Examiners in Marriage and Family Therapy
LC,Licensed Counselor,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
LC,Licensed Counselor,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
LC,Licensed Counselor,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
LC,Licensed Counselor,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
LC,Licensed Counselor,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
LC,Licensed Counselor,IN,IN_PLA,Indiana Professional Licensing Agency
LC,Licensed Counselor,KS,KS_BSRB,Kansas Behavioral Sciences Regulatory Board
LC,Licensed Counselor,MD,MD_COUNSELORS,Maryland Board of Professional Counselors and Therapists
LC,Licensed Counselor,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
LC,Licensed Counselor,MI,MI_LARA,Michigan Department of Licensing and Regulatory Affairs (LARA)
LC,Licensed Counselor,MS,MS_LPC,Mississippi State Board of Examiners for Licensed Professional Counselors
LC,Licensed Counselor,MS,MS_DHPL,Mississippi State Department of Health Professional Licensure
LC,Licensed Counselor,MS,MS_SWMFT,Mississippi Board of Examiners for Social Workers and Marriage and Family Therapists
LC,Licensed Counselor,NC,NC_MENTAL_HEALTH,North Carolina Board of Licensed Clinical Mental Health Counselors
LC,Licensed Counselor,NC,NC_DAC,North Carolina Substance Abuse Professional Practice Board
LC,Licensed Counselor,NH,NH_OPLC,New Hampshire Office of Professional Licensure and Certification
LC,Licensed Counselor,NJ,NJ_DCA,New Jersey Division of Consumer Affairs — License Verification
LC,Licensed Counselor,NV,NV_MFTPC,Nevada State Board of Examiners for Marriage and Family Therapists and Professional Counselors
LC,Licensed Counselor,NY,NY_CREDENTIALS,New York State Education Department - Office of the Professions (Multi-Profession)
LC,Licensed Counselor,OH,OH_PROVIDERS_INDIVIDUAL,State of Ohio Licensure - Individual
LC,Licensed Counselor,OK,OK_BEHAVIORAL_HEALTH,Oklahoma State Board of Behavioral Health Licensure
LC,Licensed Counselor,OR,OR_COUNSELORS,Oregon Board of Licensed Professional Counselors and Therapists
LC,Licensed Counselor,PA,PA_PALS,Pennsylvania Licensing System (PALS) — All Boards
LC,Licensed Counselor,SC,SC_SCLLR_LPCMFT,"SC Dept. of Labor, Licensing and Regulation — Telehealth LPC/MFT Registry"
LC,Licensed Counselor,VA,VA_DHP,Virginia Department of Health Professions — License Lookup
LC,Licensed Counselor,VT,VT_OPR,
LC,Licensed Counselor,WI,WI_DSPS,Wisconsin Department of Safety and Professional Services
LC,Licensed Counselor,WY,WY_MENTAL_HEALTH,Wyoming Mental Health Professions Licensing Board
LPC,Licensed Professional Counselor,AL,AL_MFT,Alabama Board of Examiners in Marriage and Family Therapy
LPC,Licensed Professional Counselor,CO,CO_DORA,Colorado Division of Regulatory Agencies — Professional and Occupational Licenses
LPC,Licensed Professional Counselor,CT,CT_ELICENSE,Connecticut eLicense — Healthcare Practitioners
LPC,Licensed Professional Counselor,FL,FL_MQA,Florida Department of Health — Medical Quality Assurance
LPC,Licensed Professional Counselor,ID,ID_DOPL,Idaho Division of Occupational and Professional Licenses
LPC,Licensed Professional Counselor,IL,IL_LICENSING,Illinois Department of Financial and Professional Regulation — Professional License Data
LPC,Licensed Professional Counselor,IN,IN_PLA,Indiana Professional Licensing Agency
LPC,Licensed Professional Counselor,KS,KS_BSRB,Kansas Behavioral Sciences Regulatory Board
LPC,Licensed Professional Counselor,MD,MD_COUNSELORS,Maryland Board of Professional Counselors and Therapists
LPC,Licensed Professional Counselor,ME,ME_OPLR,Maine Office of Professional and Occupational Regulation (ALMS)
